20230801000000  29168001  48.03883  -4.73200     288.550
20230801010000  29168001  48.03883  -4.73200     288.550
20230801020000  29168001  48.03883  -4.73200     288.350
20230801030000  29168001  48.03883  -4.73200     288.750
20230801040000  29168001  48.03883  -4.73200     288.750
20230801050000  29168001  48.03883  -4.73200     288.850
20230801060000  29168001  48.03883  -4.73200     289.050
20230801070000  29168001  48.03883  -4.73200     289.050
20230801080000  29168001  48.03883  -4.73200     289.250
20230801090000  29168001  48.03883  -4.73200     289.550
20230801100000  29168001  48.03883  -4.73200     289.550
20230801110000  29168001  48.03883  -4.73200     289.650
20230801120000  29168001  48.03883  -4.73200     289.450
20230801130000  29168001  48.03883  -4.73200     289.050
20230801140000  29168001  48.03883  -4.73200     289.150
20230801150000  29168001  48.03883  -4.73200     288.850
20230801160000  29168001  48.03883  -4.73200     288.850
20230801170000  29168001  48.03883  -4.73200     289.050
20230801180000  29168001  48.03883  -4.73200     289.650
20230801190000  29168001  48.03883  -4.73200     290.050
20230801200000  29168001  48.03883  -4.73200     290.250
20230801210000  29168001  48.03883  -4.73200     290.350
20230801220000  29168001  48.03883  -4.73200     290.450
20230801230000  29168001  48.03883  -4.73200     290.350
20230802000000  29168001  48.03883  -4.73200     290.450
20230802010000  29168001  48.03883  -4.73200     290.150
20230802020000  29168001  48.03883  -4.73200     289.250
20230802030000  29168001  48.03883  -4.73200     289.050
20230802040000  29168001  48.03883  -4.73200     289.150
20230802050000  29168001  48.03883  -4.73200     289.450
20230802060000  29168001  48.03883  -4.73200     289.350
20230802070000  29168001  48.03883  -4.73200     289.450
20230802080000  29168001  48.03883  -4.73200     289.650
20230802090000  29168001  48.03883  -4.73200     289.850
20230802100000  29168001  48.03883  -4.73200     289.250
20230802110000  29168001  48.03883  -4.73200     290.050
20230802120000  29168001  48.03883  -4.73200     290.150
20230802130000  29168001  48.03883  -4.73200     290.550
20230802140000  29168001  48.03883  -4.73200     289.650
20230802150000  29168001  48.03883  -4.73200     289.150
20230802160000  29168001  48.03883  -4.73200     289.650
20230802170000  29168001  48.03883  -4.73200     289.450
20230802180000  29168001  48.03883  -4.73200     289.750
20230802190000  29168001  48.03883  -4.73200     289.450
20230802200000  29168001  48.03883  -4.73200     289.250
20230802210000  29168001  48.03883  -4.73200     288.650
20230802220000  29168001  48.03883  -4.73200     289.050
20230802230000  29168001  48.03883  -4.73200     288.250
20230803000000  29168001  48.03883  -4.73200     288.750
20230803010000  29168001  48.03883  -4.73200     287.950
20230803020000  29168001  48.03883  -4.73200     288.350
20230803030000  29168001  48.03883  -4.73200     288.350
20230803040000  29168001  48.03883  -4.73200     288.450
20230803050000  29168001  48.03883  -4.73200     288.650
20230803060000  29168001  48.03883  -4.73200     288.550
20230803070000  29168001  48.03883  -4.73200     288.550
20230803080000  29168001  48.03883  -4.73200     288.950
20230803090000  29168001  48.03883  -4.73200     289.050
20230803100000  29168001  48.03883  -4.73200     289.950
20230803110000  29168001  48.03883  -4.73200     290.150
20230803120000  29168001  48.03883  -4.73200     290.850
20230803130000  29168001  48.03883  -4.73200     290.850
20230803140000  29168001  48.03883  -4.73200     290.950
20230803150000  29168001  48.03883  -4.73200     290.850
20230803160000  29168001  48.03883  -4.73200     290.550
20230803170000  29168001  48.03883  -4.73200     289.650
20230803180000  29168001  48.03883  -4.73200     288.950
20230803190000  29168001  48.03883  -4.73200     288.750
20230803200000  29168001  48.03883  -4.73200     288.550
20230803210000  29168001  48.03883  -4.73200     288.250
20230803220000  29168001  48.03883  -4.73200     288.350
20230803230000  29168001  48.03883  -4.73200     288.350
20230804000000  29168001  48.03883  -4.73200     288.250
20230804010000  29168001  48.03883  -4.73200     288.150
20230804020000  29168001  48.03883  -4.73200     288.250
20230804030000  29168001  48.03883  -4.73200     288.050
20230804040000  29168001  48.03883  -4.73200     287.950
20230804050000  29168001  48.03883  -4.73200     288.050
20230804060000  29168001  48.03883  -4.73200     288.050
20230804070000  29168001  48.03883  -4.73200     288.250
20230804080000  29168001  48.03883  -4.73200     288.650
20230804090000  29168001  48.03883  -4.73200     289.250
20230804100000  29168001  48.03883  -4.73200     289.850
20230804110000  29168001  48.03883  -4.73200     290.250
20230804120000  29168001  48.03883  -4.73200     290.150
20230804130000  29168001  48.03883  -4.73200     289.750
20230804140000  29168001  48.03883  -4.73200     290.550
20230804150000  29168001  48.03883  -4.73200     289.850
20230804160000  29168001  48.03883  -4.73200     289.950
20230804170000  29168001  48.03883  -4.73200     288.750
20230804180000  29168001  48.03883  -4.73200     288.450
20230804190000  29168001  48.03883  -4.73200     287.950
20230804200000  29168001  48.03883  -4.73200     287.850
20230804210000  29168001  48.03883  -4.73200     287.850
20230804220000  29168001  48.03883  -4.73200     287.550
20230804230000  29168001  48.03883  -4.73200     287.750
20230805000000  29168001  48.03883  -4.73200     287.950
20230805010000  29168001  48.03883  -4.73200     287.850
20230805020000  29168001  48.03883  -4.73200     287.450
20230805030000  29168001  48.03883  -4.73200     287.350
20230805040000  29168001  48.03883  -4.73200     286.850
20230805050000  29168001  48.03883  -4.73200     287.150
20230805060000  29168001  48.03883  -4.73200     288.050
20230805070000  29168001  48.03883  -4.73200     288.950
20230805080000  29168001  48.03883  -4.73200     288.050
20230805090000  29168001  48.03883  -4.73200     289.650
20230805100000  29168001  48.03883  -4.73200     290.150
20230805110000  29168001  48.03883  -4.73200     290.750
20230805120000  29168001  48.03883  -4.73200     291.050
20230805130000  29168001  48.03883  -4.73200     290.550
20230805140000  29168001  48.03883  -4.73200     290.150
20230805150000  29168001  48.03883  -4.73200     290.050
20230805160000  29168001  48.03883  -4.73200     289.950
20230805170000  29168001  48.03883  -4.73200     289.650
20230805180000  29168001  48.03883  -4.73200     289.250
20230805190000  29168001  48.03883  -4.73200     288.650
20230805200000  29168001  48.03883  -4.73200     287.950
20230805210000  29168001  48.03883  -4.73200     287.950
20230805220000  29168001  48.03883  -4.73200     287.850
20230805230000  29168001  48.03883  -4.73200     287.850
20230806000000  29168001  48.03883  -4.73200     287.750
20230806010000  29168001  48.03883  -4.73200     287.750
20230806020000  29168001  48.03883  -4.73200     287.650
20230806030000  29168001  48.03883  -4.73200     287.550
20230806040000  29168001  48.03883  -4.73200     287.450
20230806050000  29168001  48.03883  -4.73200     287.450
20230806060000  29168001  48.03883  -4.73200     287.550
20230806070000  29168001  48.03883  -4.73200     288.150
20230806080000  29168001  48.03883  -4.73200     288.650
20230806090000  29168001  48.03883  -4.73200     289.550
20230806100000  29168001  48.03883  -4.73200     290.250
20230806110000  29168001  48.03883  -4.73200     290.750
20230806120000  29168001  48.03883  -4.73200     291.150
20230806130000  29168001  48.03883  -4.73200     291.050
20230806140000  29168001  48.03883  -4.73200     291.550
20230806150000  29168001  48.03883  -4.73200     291.550
20230806160000  29168001  48.03883  -4.73200     291.250
20230806170000  29168001  48.03883  -4.73200     290.750
20230806180000  29168001  48.03883  -4.73200     289.250
20230806190000  29168001  48.03883  -4.73200     288.650
20230806200000  29168001  48.03883  -4.73200     287.950
20230806210000  29168001  48.03883  -4.73200     287.650
20230806220000  29168001  48.03883  -4.73200     287.550
20230806230000  29168001  48.03883  -4.73200     287.450
20230807000000  29168001  48.03883  -4.73200     287.450
20230807010000  29168001  48.03883  -4.73200     287.350
20230807020000  29168001  48.03883  -4.73200     287.350
20230807030000  29168001  48.03883  -4.73200     287.050
20230807040000  29168001  48.03883  -4.73200     286.750
20230807050000  29168001  48.03883  -4.73200     286.650
20230807060000  29168001  48.03883  -4.73200     286.950
20230807070000  29168001  48.03883  -4.73200     287.750
20230807080000  29168001  48.03883  -4.73200     288.450
20230807090000  29168001  48.03883  -4.73200     289.150
20230807100000  29168001  48.03883  -4.73200     290.350
20230807110000  29168001  48.03883  -4.73200     290.650
20230807120000  29168001  48.03883  -4.73200     291.150
20230807130000  29168001  48.03883  -4.73200     291.050
20230807140000  29168001  48.03883  -4.73200     291.150
20230807150000  29168001  48.03883  -4.73200     291.450
20230807160000  29168001  48.03883  -4.73200     291.350
20230807170000  29168001  48.03883  -4.73200     290.350
20230807180000  29168001  48.03883  -4.73200     289.350
20230807190000  29168001  48.03883  -4.73200     288.750
20230807200000  29168001  48.03883  -4.73200     288.250
20230807210000  29168001  48.03883  -4.73200     288.250
20230807220000  29168001  48.03883  -4.73200     288.150
20230807230000  29168001  48.03883  -4.73200     287.850
20230808000000  29168001  48.03883  -4.73200     288.250
20230808010000  29168001  48.03883  -4.73200     287.950
20230808020000  29168001  48.03883  -4.73200     287.850
20230808030000  29168001  48.03883  -4.73200     287.850
20230808040000  29168001  48.03883  -4.73200     287.750
20230808050000  29168001  48.03883  -4.73200     287.950
20230808060000  29168001  48.03883  -4.73200     288.150
20230808070000  29168001  48.03883  -4.73200     288.550
20230808080000  29168001  48.03883  -4.73200     288.950
20230808090000  29168001  48.03883  -4.73200     289.450
20230808100000  29168001  48.03883  -4.73200     290.050
20230808110000  29168001  48.03883  -4.73200     290.150
20230808120000  29168001  48.03883  -4.73200     290.350
20230808130000  29168001  48.03883  -4.73200     289.350
20230808140000  29168001  48.03883  -4.73200     289.950
20230808150000  29168001  48.03883  -4.73200     289.750
20230808160000  29168001  48.03883  -4.73200     289.850
20230808170000  29168001  48.03883  -4.73200     289.350
20230808180000  29168001  48.03883  -4.73200     289.650
20230808190000  29168001  48.03883  -4.73200     289.250
20230808200000  29168001  48.03883  -4.73200     289.250
20230808210000  29168001  48.03883  -4.73200     288.850
20230808220000  29168001  48.03883  -4.73200     288.950
20230808230000  29168001  48.03883  -4.73200     288.750
20230809000000  29168001  48.03883  -4.73200     288.450
20230809010000  29168001  48.03883  -4.73200     288.250
20230809020000  29168001  48.03883  -4.73200     288.250
20230809030000  29168001  48.03883  -4.73200     287.950
20230809040000  29168001  48.03883  -4.73200     287.450
20230809050000  29168001  48.03883  -4.73200     287.250
20230809060000  29168001  48.03883  -4.73200     287.450
20230809070000  29168001  48.03883  -4.73200     287.850
20230809080000  29168001  48.03883  -4.73200     288.450
20230809090000  29168001  48.03883  -4.73200     288.250
20230809100000  29168001  48.03883  -4.73200     288.650
20230809110000  29168001  48.03883  -4.73200     290.250
20230809120000  29168001  48.03883  -4.73200     291.850
20230809130000  29168001  48.03883  -4.73200     292.150
20230809140000  29168001  48.03883  -4.73200     292.850
20230809150000  29168001  48.03883  -4.73200     292.550
20230809160000  29168001  48.03883  -4.73200     292.750
20230809170000  29168001  48.03883  -4.73200     292.650
20230809180000  29168001  48.03883  -4.73200     293.650
20230809190000  29168001  48.03883  -4.73200     292.550
20230809200000  29168001  48.03883  -4.73200     291.050
20230809210000  29168001  48.03883  -4.73200     291.150
20230809220000  29168001  48.03883  -4.73200     292.350
20230809230000  29168001  48.03883  -4.73200     292.950
20230810000000  29168001  48.03883  -4.73200     292.050
20230810010000  29168001  48.03883  -4.73200     292.050
20230810020000  29168001  48.03883  -4.73200     292.150
20230810030000  29168001  48.03883  -4.73200     290.950
20230810040000  29168001  48.03883  -4.73200     290.550
20230810050000  29168001  48.03883  -4.73200     290.150
20230810060000  29168001  48.03883  -4.73200     290.150
20230810070000  29168001  48.03883  -4.73200     290.750
20230810080000  29168001  48.03883  -4.73200     290.450
20230810090000  29168001  48.03883  -4.73200     290.750
20230810100000  29168001  48.03883  -4.73200     291.550
20230810110000  29168001  48.03883  -4.73200     292.350
20230810120000  29168001  48.03883  -4.73200     292.650
20230810130000  29168001  48.03883  -4.73200     292.550
20230810140000  29168001  48.03883  -4.73200     293.050
